Analiz Edilen Madde,İlişkili Rehber Maddesi (Yerel / Uluslararası),Kontrol Sorusu,Açıklama ve Gerekçe,Denetim Testi (Prosedür),Uygulama Notu / Örnek Kanıt
122 (d)(6),Sorunlu Alacak Çözümleme Rehberi,"Analizde, ticari borçlunun denetlenmiş veya yönetim kurulunca onaylanmış en son mali tabloları ile borçlunun sunduğu nakit akış tahminleri kullanılıyor mu?",Borçlunun en güncel ve güvenilir mali verileri ile kendi hazırladığı nakit akış öngörülerinin analizde temel alındığını gösterir.,"Ticari borçlu dosyasında, bağımsız denetimden geçmiş en son finansal tablolar ile borçlunun hazırladığı nakit akış tahminlerinin değerlendirmede kullanıldığı kontrol edilir.",Bağımsız denetim raporları veya onaylı mali tablolar; borçlunun sunduğu nakit akış tahmin dokümanları; analiz raporu.
122/e,Sorunlu Alacak Çözümleme Rehberi,"Banka, mutabık kalınan ödeme planının, borçlunun nakit akış tahminlerine göre öngörülen serbest nakit akışından eşit ya da daha düşük olmasını sağlıyor mu?","Yapılandırılan borç ödemelerinin, borçlunun yaratabileceği serbest nakit akışıyla karşılanabilir düzeyde tutulmasını temin eder.","Borçlunun finansal projeksiyonları ile yeni ödeme planı karşılaştırılarak, taksitlerin projeksiyondaki serbest nakit akışını aşıp aşmadığının bankaca kontrol edildiği dosyada incelenir.",Nakit akış vs. ödeme planı karşılaştırma tabloları; kredi onay raporunda ödeme planı uygunluk analizi bölümü.
122/f,Sorunlu Alacak Çözümleme Rehberi,"Uygun durumlarda, banka ticari borç için garanti veya kefil sağlayan tarafları da değerlendiriyor mu?","Ticari krediye kefalet veren kişi/kurum varsa, bunların finansal gücünün de analiz edildiğini ifade eder.","Kefil/garantör bulunan ticari kredi yapılandırma dosyaları incelenerek, bu tarafların mali durum değerlendirmelerinin dosyada yer alıp almadığı kontrol edilir.",Kefil şirket/kişi finansal analiz raporları; garantörün mali tabloları; kredi değerlendirme notlarında kefil/garantör analizine dair bölümler.
123,Sorunlu Alacak Çözümleme Rehberi,"Ticari borçluların sorunlu alacaklarını yeniden yapılandırırken, banka aşağıdaki hususları asgari düzeyde belgelendirip denetime hazır hale getiriyor mu?",Yeniden yapılandırma sürecinde ticari borçluya ait kritik bilgi ve belgelerin eksiksiz şekilde dosyalanmasını zorunlu kılar.,"Ticari yeniden yapılandırma dosyaları incelenerek, rehberde belirtilen (a)-(h) bentlerindeki her bir bilgi ve belgenin dosyada mevcut olduğu doğrulanır.",Yapılandırma dosyaları; denetim kontrol listeleri; dosya içerik dökümleri.
123/a,Sorunlu Alacak Çözümleme Rehberi,Ticari borçlunun denetlenmiş veya yönetim kurulunca onaylanmış en son mali tabloları dosyada mevcut mu?,Borçlunun güncel ve güvenilir finansal durumunu gösteren mali tabloların dosyada bulunduğunu gösterir.,"Dosyada borçlunun bağımsız denetimden geçmiş veya yönetimce onaylı son bilanço, gelir tablosu gibi temel mali tabloların yer alıp almadığı kontrol edilir.",Bağımsız denetim raporu; yönetim kurulu onaylı finansal tablolar.
123/b,Sorunlu Alacak Çözümleme Rehberi,"Borçlunun varlık satışı, iştiraklerden temettü gibi düzensiz gelirlerinin mevcut gelire dahil edilme şekli ve bunları doğrulayan belgeler dosyada mevcut mu?","Borçlunun olağan dışı gelirlerinin (ör. varlık satışı, iştirak temettü geliri) de hesaba katılıp bunlara dair kanıtların dosyada bulunduğunu belirtir.","Dosyada borçlunun beyan ettiği varlık satış gelirleri, temettü gelirleri gibi düzensiz kazançlara ilişkin belgelerin yer alıp almadığı kontrol edilir.",Varlık satış sözleşmeleri; iştiraklerden temettü tahsilat yazıları; bu gelirleri gösteren hesap dökümleri.
123/c,Sorunlu Alacak Çözümleme Rehberi,Ticari borçlunun gelirinin değişken unsurlarını bugünkü değere indirgerken kullanılan varsayımlar belgelenmiş mi?,Borçlunun değişken gelir öngörülerini bugünkü değere indirirken kullandığı varsayımların kayıt altına alındığını gösterir.,"Dosyada, borçlunun değişken gelirlerinin bugünkü değerini hesaplamak için kullanılan iskonto oranı gibi varsayımların belirtildiği hesaplamaların bulunup bulunmadığı kontrol edilir.",NPV hesaplama tabloları; varsayımlar listesi içeren belgeler.
123/ç,Sorunlu Alacak Çözümleme Rehberi,Ticari borçlunun toplam borçluluk durumuna dair bilgi veya belgeler dosyada mevcut mu?,Borçlunun tüm borçlarının (bankalara ve diğerlerine) eksiksiz şekilde tespit edilip dosyada saklandığını belirtir.,Dosyada borçluya ait risk merkezi raporu veya tüm borçlarını gösteren bir listenin bulunup bulunmadığı kontrol edilir.,Kredi risk raporu; ticari borçlu borç listesi; finansal durum beyanı.
123/d,Sorunlu Alacak Çözümleme Rehberi,Borçlunun büyüklüğüne ve borcun vadesine bağlı olarak borçlunun iş planı ve nakit akış tahmini dosyada mevcut mu?,Büyük ölçekli veya uzun vadeli kredilerde borçlunun iş planı dokümanının ve nakit akış projeksiyonlarının dosyaya konduğunu ifade eder.,"Özellikle yüksek tutarlı veya uzun vadeli borçluların dosyalarında, borçlunun iş planı ve nakit akış tahminine dair belgelerin bulunup bulunmadığı kontrol edilir.",Borçlu iş planı dokümanı; nakit akış tahmin raporu.
123/e,Sorunlu Alacak Çözümleme Rehberi,Krediyi teminat altına alan gayrimenkule ait güncel değerleme raporu dosyada mevcut mu?,"Teminat olarak alınan gayrimenkul varsa, en son değerleme raporunun dosyada yer aldığını gösterir.",Dosyada ilgili gayrimenkul teminatı için güncel bir ekspertiz raporunun bulunup bulunmadığı kontrol edilir.,Gayrimenkul değerleme (ekspertiz) raporu.
123/f,Sorunlu Alacak Çözümleme Rehberi,"Krediyi teminat altına alan diğer teminatlara ilişkin (hayat sigortası, garanti vb.) bilgiler dosyada yer alıyor mu?","Hayat sigortası, garanti mektubu gibi nakit dışı teminatların da dosyada kayıtlı olduğunu gösterir.","Dosyada, varsa hayat sigortası poliçesi, teminat/garanti belgeleri gibi evrakların bulunup bulunmadığı kontrol edilir.",Hayat sigortası poliçesi; banka teminat mektubu; kefalet sözleşmesi.
123/g,Sorunlu Alacak Çözümleme Rehberi,Krediyi teminat altına alan diğer varlıklara ilişkin en son değerleme raporları dosyada mevcut mu?,"Araç, makine gibi diğer teminatların en güncel değerleme belgelerinin dosyada bulunduğunu gösterir.",Dosyada gayrimenkul dışındaki teminatlar için (örn. araç rehni varsa araç değer raporu) güncel değerleme evraklarının yer alıp almadığı kontrol edilir.,Araç değerleme raporu; makine-ekipman değerleme belgeleri.
123/ğ,Sorunlu Alacak Çözümleme Rehberi,Ticari borçluya ait geçmiş dönem mali verileri (önceki yıl finansal tabloları vb.) dosyada bulunuyor mu?,Borçlunun geçmiş yıllara ait finansal bilgilerinin de dosyada tutulduğunu belirtir.,"Dosyada borçlunun son birkaç yıla ait bilanço, gelir tablosu gibi mali tablolarının veya özetlerinin mevcut olup olmadığı kontrol edilir.",Önceki yıl(lar)a ait finansal tablolar; geçmiş dönem mali özet raporları.
123/h,Sorunlu Alacak Çözümleme Rehberi,"Değerlendirmede dikkate alınan ilgili makroekonomik göstergelere (işsizlik oranı, GSYİH, enflasyon vb.) dair bilgiler dosyada mevcut mu?",Borçlu için yapılan değerlendirmede kullanılan ekonomik göstergelerin (makro verilerin) dosyada kaydedildiğini gösterir.,"Dosyada, borçlunun durumunu değerlendirirken kullanılan işsizlik oranı, büyüme oranı gibi makroekonomik verilerin yer alıp almadığı kontrol edilir.",Ekonomik veri notları; değerlendirme raporuna eklenmiş makro gösterge raporları.
124,Sorunlu Alacak Çözümleme Rehberi,"Banka, ticari borçluyu değerlendirirken asgari olarak yönetimin kalitesi, iş kolları, talebe duyarlılık (talep esnekliği), rekabetçi konum, sektöre özgü durumlar ve makroekonomik koşulları dikkate alıyor, bu değerlendirmeyi en az üç yılda bir veya önemli değişiklik oldukça güncelliyor ve borçlunun finansal verilerine dayalı değerlendirmeyi her yıl mali tablolar alındıktan sonra yeniliyor mu?","Ticari borçlunun nitel (yönetim kalitesi, sektör vb.) ve nicel (mali veriler) yönlerden kapsamlı ve belirli aralıklarla (en geç 3 yılda bir) ile önemli değişikliklerde güncellenerek, finansal verilere dayalı analizin ise yıllık olarak yapıldığını güvence altına alır.","Ticari kredi izleme/değerlendirme raporları incelenerek, yönetim kalitesi, sektör koşulları gibi unsurların ele alındığı ve bu raporların en fazla üç yıl içinde veya değişiklik oldukça yenilendiği; ayrıca her yıl yeni mali tablolar geldikten sonra finansal analiz yapıldığının teyit edildiği kontrol edilir.",Ticari borçlu periyodik değerlendirme raporları; borçlu izleme formları (içinde yönetim ve piyasa analizi bölümleri); rapor güncelleme tarih kayıtları.
125,Sorunlu Alacak Çözümleme Rehberi,"Banka, ticari borçlu değerlendirmesi için gerektiğinde dışarıdan hizmet alınmasına ilişkin (ör. çok büyük borçlular, birden fazla bankanın alacaklı olduğu durumlar veya bankanın özellikli sektör/ürün tecrübesinin olmadığı hâller) yazılı politikalara sahip mi ve bu politikalarda üst yönetim onayı, hizmet sağlayıcı tekliflerinin asgari içeriği, teslim tarihi gibi hususlar açıkça tanımlanmış mı?","Banka, belli koşullarda dış uzmanlardan borçlu değerlendirme hizmeti alınabilmesi için önceden kriterler ve usuller belirler; bu madde, bu koşulların ve süreçlerin (üst yönetim onayı, teklif içeriği, süreler vb.) politika ile tanımlanmasını gerektirir.","Banka iç düzenlemeleri incelenerek, ticari borçluların değerlendirilmesinde dış danışmanlık alınabilecek durumların tanımlandığı ve bu durumda izlenecek onay ve tedarik sürecinin (yönetim onayı, teklif şartları vb.) açıklandığı bir politikanın mevcut olup olmadığı kontrol edilir.",Dış hizmet alımına ilişkin banka politikası; üst yönetim onay kayıtları; hizmet sağlayıcı seçim ve değerlendirme prosedürü dokümanları.
126,Sorunlu Alacak Çözümleme Rehberi (Md. 126) - Karar ağaçları ve standart uygulamalar,"Banka, ortak risk özelliklerine sahip borçlulardan oluşan portföyler için karar ağaçları ve standart yeniden yapılandırma yöntemleri geliştirmiş mi?","Rehber, ortak risk özelliklerine sahip borçlu portföyleri için karar ağaçları ve standart yeniden yapılandırma uygulamaları geliştirilmesini önermektedir. Bu sayede belirli borçlu grupları için uygun ve sürdürülebilir yeniden yapılandırma stratejileri, onaylanmış kriterlere göre tutarlı şekilde belirlenip uygulanabilir.",Bankanın yeniden yapılandırma süreçlerine ilişkin dokümanları incelenir; benzer risk profiline sahip borçlular için tanımlanmış karar ağaçları veya standart planlar olup olmadığı kontrol edilir. Örnek sorunlu alacak portföyleri seçilerek bu araçların tutarlı şekilde uygulanıp uygulanmadığı gözlemlenir.,Politika/prosedür dokümanlarında karar ağaçlarının varlığı; belirli portföylere özgü hazırlanmış yeniden yapılandırma planları; örnek kredi dosyalarında karar ağacı çıktıları veya standart yöntem uygulandığına dair kayıtlar.
127,Sorunlu Alacak Çözümleme Rehberi (Md. 127) - NBD analizine göre çözüm seçimi,"Banka, sorunlu alacağın büyüklüğüne ve borçlu koşullarına göre çözümleme seçeneklerini net bugünkü değer (NBD) yaklaşımıyla karşılaştırıyor ve hesaplamalarda ampirik veriye dayalı varsayımlar kullanıyor mu?","Bankanın, sorunlu alacakları çözümlerken yeniden yapılandırma ile alacaktan dolayı edinilecek varlığın nakde çevrilmesi veya diğer tasfiye seçeneklerini net bugünkü değerleriyle karşılaştırması beklenir. Bu hesaplamalarda tasfiye süresi, iskonto oranı, sermaye ve tasfiye maliyeti gibi değişkenlerin gözlemlenmiş ampirik verilere dayandırılması gerekmektedir.","Yeniden yapılandırma/tasfiye karar süreçleri incelenir; bankanın NBD hesaplamaları yapıp yapmadığı ve alternatif senaryoları karşılaştırdığı gözlemlenir. Örnek büyük tutarlı donuk alacak dosyalarında, yeniden yapılandırma değerinin tahsilât (teminat satışı vb.) senaryolarıyla finansal olarak kıyaslandığına ve parametrelerin gerçekçi verilerle belirlendiğine dair kanıtlar aranır.","Sorunlu krediler için hazırlanmış NBD analiz raporları; yeniden yapılandırma vs. tasfiye senaryolarını içeren değerlendirme komitesi tutanakları; iskonto oranı, tahsilat süresi gibi varsayımların tarihsel verilerle belirlendiğine dair model dokümanları."
128,Sorunlu Alacak Çözümleme Rehberi (Md. 128) - Borçlu nakit akış projeksiyonu,"Ticari borçluların yeniden yapılandırma sözleşmelerinde, borcun sözleşme süresince geri ödenmesine dair hedefleri gösteren bir nakit akış projeksiyonu yer alıyor ve bu doküman denetime hazır bulunduruluyor mu?","Rehber, ticari nitelikteki borçlular için yapılan yeniden yapılandırma anlaşmalarında, borcun sözleşme boyunca hangi oranlarda/tutarlarda geri ödeneceğine ilişkin hedefleri içeren nakit akış projeksiyonlarının bulunmasını şart koşar. Bu projeksiyonlar, bankanın alacağı geri ödeme planını gösterir ve gerektiğinde denetimlerde ibraz edilecek şekilde hazır tutulmalıdır.",Örnek ticari yeniden yapılandırma sözleşmeleri incelenir; ilgili dosyalarda borçluya ait geri ödeme planı veya nakit akış tahminlerini içeren belgelerin bulunup bulunmadığı kontrol edilir. Sözleşmenin eki olarak böyle bir projeksiyonun düzenli şekilde hazırlanıp hazırlanmadığına bakılır ve banka denetim biriminden bu projeksiyonları isteyerek mevcut olup olmadığı doğrulanır.,Ticari müşterilere ait yeniden yapılandırma anlaşmaları ve eklerindeki nakit akış tabloları; borcun dönemsel geri ödeme hedeflerini gösteren finansal projeksiyon dosyaları; ilgili birimlerin denetime sunduğu örnek projeksiyon belgeleri.
129,Sorunlu Alacak Çözümleme Rehberi (Md. 129) - TFRS 9 ve Yön. uygunluk (değer düşüklüğü),"Banka, donuk alacaklar için değer düşüklüğü ve kayıttan düşme işlemlerini TFRS 9 standardına ve ilgili yönetmelik hükümlerine uygun şekilde ve zamanında gerçekleştiriyor mu?","Bankanın, donuk alacaklara ilişkin değer düşüklüğü ayırma ve alacakları kayıttan düşme uygulamalarının TFRS 9 Finansal Araçlar standardı ile ""Kredilerin Sınıflandırılması ve Karşılıklar Hakkında Yönetmelik"" hükümlerine uygun olması beklenir. Bu işlemlerin, mevzuatta öngörülen kriter ve süreler dahilinde zamanında yapılması gereklidir.",Bankanın muhasebe ve kredi riski prosedürleri incelenerek TFRS 9 ve ilgili yönetmeliğe atıf yapılıp yapılmadığı kontrol edilir. Donuk alacakların değer düşüklüğü ve kayıttan düşme işlemlerinin ne sıklıkla ve hangi şartlarda yapıldığına dair kayıtlar incelenir; örneğin bir alacağın donuk hale gelmesinin ardından karşılık ayırma veya kayıttan düşme kararının zamanlaması örnek vakalarla doğrulanır.,Değer düşüklüğü ve silme (kayıttan düşme) politikaları ile muhasebe prosedürleri; TFRS 9 model ve karşılık dokümanları; düzenleyici raporlar (ör. BDDK raporları) veya iç denetim bulguları ile desteklenmiş zamanında karşılık ayırma/silme örnekleri.
130,Sorunlu Alacak Çözümleme Rehberi (Md. 130) - Kayıttan düşmeye dair kayıt tutma,"Banka, donuk alacakların kayıttan düşülmesine (silinmesine) ilişkin portföy düzeyinde ayrıntılı kayıtlar tutuyor mu?","Rehber, bankaların bilançodan çıkarttığı (kayıttan düşülen) donuk alacaklar hakkında portföy bazında detaylı kayıtlar tutmasını ister. Bu, hangi portföylerden ne miktarda alacak silindiğinin izlenmesi ve analiz edilebilmesi için önemlidir.","Bankanın kredi izleme veya finansal kontrol biriminden, son dönemlerde kayıttan düşülen alacaklara ilişkin kayıtlar talep edilir. Bu kayıtların portföy kategorilerine (örn. bireysel, KOBİ, ticari) göre tutularak silinen tutarların izlendiği doğrulanır. Kayıttan düşme işlemi gerçekleştiğinde, ilgili sistem kayıtlarının tutulup tutulmadığı incelenir.",Kayıttan düşülen kredilere dair veritabanı veya liste çıktıları; portföy bazında silinen alacak tutarlarını gösteren yönetim raporları; her silme işleminde oluşturulan onay formları veya muhasebe fişleri ve bunların konsolidasyonuna dair dokümanlar.
